date,AAPL,AAL,WMT,AMZN,IBM,PFE,ANTM
2009-08-31,168.21,3.4,50.87,81.19,118.05,16.7,52.85
2009-08-28,170.05,3.57,51.13,82.76,118.22,16.81,53.72
2009-08-27,169.45,3.65,51.24,84.31,119.43,16.86,54.96
2009-08-26,167.41,3.76,51.8,84.0,119.47,16.77,54.72
2009-08-25,169.4,3.45,51.67,84.19,118.83,16.8,55.47
2009-08-24,169.06,3.19,51.55,84.5,119.32,16.73,54.76
2009-08-21,169.22,3.15,51.36,85.0,119.9,16.64,54.64
2009-08-20,166.33,3.01,51.71,84.09,118.95,16.23,54.22
2009-08-19,164.6,2.89,51.67,83.0,118.57,16.37,53.2
2009-08-18,164.0,2.93,51.36,82.12,117.63,15.98,53.54
2009-08-17,159.59,2.91,51.57,81.06,116.86,15.88,53.7
2009-08-14,166.78,3.08,51.79,83.58,118.57,15.77,52.19
2009-08-13,168.42,3.13,51.88,84.6,119.58,15.8,52.8
2009-08-12,165.31,3.04,50.51,85.96,119.29,15.86,51.41
2009-08-11,162.83,2.91,49.72,83.56,117.79,15.83,51.35
2009-08-10,164.72,3.07,49.72,84.44,118.7,15.91,51.9
2009-08-07,165.51,3.21,49.29,85.32,119.33,15.96,51.4
2009-08-06,163.91,3.06,48.98,84.47,117.38,15.79,50.54
2009-08-05,165.11,3.26,49.2,84.29,117.92,15.87,50.8
2009-08-04,165.55,3.01,49.85,85.8,119.6,15.91,52.16
2009-08-03,166.43,2.74,49.84,87.44,119.92,16.04,53.33
2009-07-31,163.39,2.93,49.88,85.76,117.93,15.93,52.64
2009-07-30,162.79,3.04,49.98,86.09,117.86,15.94,51.76
2009-07-29,160.03,3.02,49.37,84.34,117.26,15.75,51.28
2009-07-28,160.0,2.9,48.92,84.98,117.28,16.03,54.38
2009-07-27,160.1,2.8,48.97,84.24,117.63,16.62,52.14
2009-07-24,159.986,2.79,48.94,86.49,117.64,16.48,52.54
2009-07-23,157.82,2.3,48.76,93.87,117.06,16.15,52.0
2009-07-22,156.74,2.05,49.17,88.79,115.57,15.87,49.52
2009-07-21,151.51,2.08,48.86,89.01,117.04,15.7,49.46
2009-07-20,152.909,2.13,48.82,88.23,116.44,15.26,49.94
2009-07-17,151.75,2.04,48.49,85.85,115.42,14.96,49.99
2009-07-16,147.52,2.08,48.51,86.11,110.64,15.07,49.94
2009-07-15,146.88,2.1,48.55,84.55,107.22,15.02,49.77
2009-07-14,142.27,2.04,48.13,81.95,103.25,14.9,49.7
2009-07-13,142.34,2.11,47.83,81.47,103.62,14.76,49.78
2009-07-10,138.52,2.06,47.57,77.63,100.83,14.2,49.81
2009-07-09,136.36,2.16,48.08,78.1,102.08,14.29,50.18
2009-07-08,137.22,2.14,48.37,77.36,100.68,14.61,50.28
2009-07-07,135.4,2.22,47.84,75.63,100.19,14.59,51.21
2009-07-06,138.61,2.37,47.73,78.1,101.65,14.57,50.0
2009-07-02,140.02,2.46,47.85,79.32,101.73,14.5,49.75
2009-07-01,142.83,2.41,48.37,81.6,104.84,14.9,51.25
2009-06-30,142.43,2.43,48.44,83.66,104.42,15.0,50.89
2009-06-29,141.97,2.26,48.76,83.03,105.83,15.26,51.45
2009-06-26,142.44,2.35,48.63,83.88,105.68,15.19,51.34
2009-06-25,139.86,2.37,49.15,82.2,106.06,15.33,50.73
2009-06-24,136.22,2.15,48.51,79.27,104.15,14.72,49.36
2009-06-23,134.01,2.17,48.35,77.68,104.44,14.73,48.83
2009-06-22,137.37,2.47,48.59,79.15,104.52,14.79,48.82
2009-06-19,139.48,2.57,48.17,82.96,105.89,15.0,50.93
2009-06-18,135.88,2.63,48.68,81.595,106.33,14.92,50.74
2009-06-17,135.58,2.7,48.56,82.65,107.0,14.58,48.15
2009-06-16,136.35,2.65,48.25,82.15,107.32,14.16,47.05
2009-06-15,136.09,2.61,48.46,83.18,107.62,14.13,45.73
2009-06-12,136.97,2.71,49.84,84.08,108.21,14.76,46.72
2009-06-11,139.95,2.67,49.32,85.69,109.4,14.63,45.59
2009-06-10,140.25,2.63,50.06,86.59,108.35,14.05,46.02
2009-06-09,142.72,2.75,50.61,87.08,108.14,14.13,45.5
2009-06-08,143.85,2.73,50.81,86.36,107.49,14.31,46.14
2009-06-05,144.67,2.91,51.07,87.56,107.24,14.51,47.81
2009-06-04,143.74,2.86,50.87,85.52,106.33,14.64,48.03
2009-06-03,140.95,2.95,50.88,85.68,106.49,14.89,48.56
2009-06-02,139.49,3.08,49.93,84.93,106.83,14.98,48.56
2009-06-01,139.35,2.95,50.59,83.05,108.37,14.76,47.47
2009-05-29,135.81,2.58,49.74,77.99,106.28,15.19,46.57
2009-05-28,135.07,2.56,49.55,77.65,104.69,14.69,46.78
2009-05-27,133.05,2.59,49.32,77.1,102.93,14.66,46.32
2009-05-26,130.78,2.89,50.0,78.39,105.02,15.02,46.19
2009-05-22,122.5,2.89,49.25,75.64,101.89,14.96,44.75
2009-05-21,124.18,2.99,49.11,75.96,102.82,14.83,45.39
2009-05-20,125.87,3.0,48.94,77.97,104.05,15.11,46.53
2009-05-19,127.45,3.1,49.36,77.87,105.51,15.1,47.07
2009-05-18,126.65,3.16,49.92,75.95,104.58,15.19,48.0
2009-05-15,122.42,3.04,48.15,73.6,101.37,15.01,46.88
2009-05-14,122.95,3.16,49.1,75.11,101.05,15.34,46.86
2009-05-13,119.49,2.98,50.03,74.19,102.26,15.27,46.51
2009-05-12,124.42,3.41,50.9,77.93,103.94,14.93,46.48
2009-05-11,129.57,3.75,50.63,78.61,102.9,14.15,47.25
2009-05-08,129.19,3.69,50.14,77.95,101.49,14.4,48.86
2009-05-07,129.06,3.97,49.89,79.28,102.59,14.16,47.48
2009-05-06,132.5,5.0,49.51,81.99,104.62,13.91,45.54
2009-05-05,132.71,4.95,50.46,81.9,105.85,14.28,44.9
2009-05-04,132.07,4.58,50.84,79.77,106.19,13.98,43.82
2009-05-01,127.24,4.01,50.05,78.96,104.61,13.58,42.38
2009-04-30,125.83,3.79,50.4,80.52,103.21,13.36,42.76
2009-04-29,125.14,3.99,50.45,79.79,104.04,13.43,42.97
2009-04-28,123.902,3.84,48.47,82.4,101.94,13.39,42.02
2009-04-27,124.73,4.0,48.51,83.12,99.95,13.49,40.19
2009-04-24,123.9,4.84,47.87,84.46,100.08,13.17,40.94
2009-04-23,125.4,4.8,48.86,80.61,101.42,13.28,41.28
2009-04-22,121.51,4.36,48.96,79.2,102.55,13.04,41.98
2009-04-21,121.76,4.18,49.83,78.74,102.31,13.52,41.76
2009-04-20,120.5,3.58,49.27,77.57,100.43,13.59,41.43
2009-04-17,123.42,3.97,50.2,78.05,101.27,14.16,42.41
2009-04-16,121.45,3.81,50.78,77.25,101.43,13.9,43.22
2009-04-15,117.64,3.7,51.29,74.71,98.85,13.86,44.2
2009-04-14,118.31,3.37,51.12,77.22,99.27,13.34,42.77
2009-04-13,120.22,3.62,51.53,78.94,99.95,13.48,43.58
2009-04-09,119.57,3.46,50.66,79.77,101.7,13.55,40.34
2009-04-08,116.32,3.1,52.61,76.98,101.19,13.48,39.34
2009-04-07,115.0,3.04,52.39,75.51,98.75,13.51,39.62
2009-04-06,118.45,3.14,53.43,77.99,101.56,13.71,38.74
2009-04-03,115.99,2.97,53.8,78.17,102.22,13.55,38.44
2009-04-02,112.71,2.83,53.64,76.34,100.82,13.77,39.83
2009-04-01,108.69,2.6,52.82,73.5,97.61,13.99,37.96
2009-03-31,105.12,2.53,52.1,73.44,96.89,13.62,37.97
2009-03-30,104.49,2.44,51.76,71.44,94.52,13.7,35.73
2009-03-27,106.85,2.67,52.57,70.52,94.15,14.04,36.42
2009-03-26,109.87,2.8,52.76,73.69,98.78,14.38,38.01
2009-03-25,106.49,2.62,51.68,72.4,97.95,14.26,36.63
2009-03-24,106.83,2.6,51.08,72.63,98.3,13.89,36.05
2009-03-23,107.66,2.71,51.48,75.58,98.71,14.02,37.67
2009-03-20,101.59,2.36,49.59,69.96,92.51,13.63,35.37
2009-03-19,101.62,2.68,49.95,70.1,92.66,13.7,36.14
2009-03-18,101.52,3.22,50.44,71.25,91.95,14.25,38.02
2009-03-17,99.66,3.03,50.0,71.35,92.91,14.26,37.26
2009-03-16,95.42,2.8,48.8,66.98,91.22,14.15,36.2
2009-03-13,95.93,3.14,49.19,68.63,90.36,14.54,36.8
2009-03-12,96.35,2.8,48.94,69.58,90.4,14.02,35.8
2009-03-11,92.68,2.59,47.46,68.54,88.62,12.79,33.39
2009-03-10,88.6275,2.39,48.67,65.71,87.25,13.09,33.72
2009-03-09,83.11,2.01,47.51,60.49,83.48,12.63,31.03
2009-03-06,85.3,2.16,48.91,61.69,85.81,12.73,31.41
2009-03-05,88.84,1.97,49.75,64.77,87.48,12.67,31.05
2009-03-04,91.17,2.37,48.49,64.81,89.49,12.5,32.83
2009-03-03,88.37,2.3,47.38,61.7,87.77,11.87,30.64
2009-03-02,87.94,2.47,48.04,61.99,89.05,11.66,30.1
2009-02-27,89.31,2.85,49.24,64.79,92.03,12.31,33.92
2009-02-26,89.19,3.25,48.25,62.34,88.97,12.7,35.34
2009-02-25,91.16,3.3,49.21,63.71,85.9,13.08,39.12
2009-02-24,90.25,3.66,50.01,65.6,86.4,13.59,40.84
2009-02-23,86.95,3.55,48.88,61.71,84.37,13.27,39.32
2009-02-20,91.2,3.12,50.02,63.86,88.79,13.71,41.45
2009-02-19,90.64,3.6,50.45,61.95,88.93,14.03,41.26
2009-02-18,94.37,3.78,50.0,62.35,91.51,14.16,40.79
2009-02-17,94.53,4.42,48.24,61.67,90.67,14.25,41.89
2009-02-13,99.16,4.75,46.53,63.26,93.84,14.58,43.75
2009-02-12,99.27,4.73,48.13,63.96,95.07,14.65,43.59
2009-02-11,96.82,4.58,48.23,64.354,95.16,14.38,43.79
2009-02-10,97.83,5.06,47.72,63.31,93.27,14.07,43.44
2009-02-09,102.51,5.41,49.28,66.71,96.82,14.71,46.1
2009-02-06,99.72,5.47,49.63,66.55,96.14,14.84,45.71
2009-02-05,96.46,5.22,48.56,63.18,92.41,14.5,44.71
2009-02-04,93.55,5.47,46.42,61.06,92.83,14.57,43.44
2009-02-03,92.98,5.77,47.81,63.59,93.48,15.2,44.27
2009-02-02,91.51,5.72,46.57,61.15,90.93,14.89,42.84
2009-01-30,90.13,5.67,47.12,58.82,91.65,14.58,41.45
2009-01-29,93.0,6.47,47.86,50.0,92.51,15.12,42.69
2009-01-28,94.2,7.3,48.73,50.36,94.82,15.44,44.5
2009-01-27,90.73,6.71,48.79,48.44,91.66,15.82,42.62
2009-01-26,89.64,7.7,48.6,49.63,91.6,15.65,41.21
2009-01-23,88.36,7.82,48.35,50.63,89.49,17.45,40.13
2009-01-22,88.36,7.65,48.87,49.94,90.07,17.21,39.23
2009-01-21,82.83,7.54,49.14,50.54,91.42,17.48,37.73
2009-01-20,78.2,7.63,50.56,48.44,81.98,17.2,36.38
2009-01-16,82.33,8.53,51.56,51.59,84.92,17.5,37.89
2009-01-15,83.38,7.55,51.35,51.44,84.12,17.39,37.85
2009-01-14,85.33,7.39,51.56,48.49,83.19,17.24,36.88
2009-01-13,87.71,8.27,52.12,51.45,85.34,17.59,38.81
2009-01-12,88.66,8.54,51.39,51.92,85.71,17.36,40.96
2009-01-09,90.58,9.0,51.58,55.51,84.7,17.44,42.56
2009-01-08,92.7,9.57,51.38,57.16,87.18,17.65,43.67
2009-01-07,91.01,9.08,55.54,56.2,87.79,17.49,44.05
2009-01-06,93.02,9.06,56.02,57.36,89.23,17.8,43.98
2009-01-05,94.58,8.33,56.52,54.06,86.82,18.16,44.47
2009-01-02,90.75,8.39,57.18,54.36,87.37,18.27,43.85
2008-12-31,85.35,7.73,56.06,51.28,84.16,17.71,42.13
2008-12-30,86.29,7.53,55.05,50.76,83.55,17.75,43.11
2008-12-29,86.61,7.42,55.11,49.4,81.25,17.29,40.46
2008-12-26,85.81,7.43,55.35,51.78,81.33,17.1,40.7
2008-12-24,85.04,7.65,55.44,51.44,80.52,17.01,40.5
2008-12-23,86.38,7.24,55.29,51.08,80.6,17.03,40.17
2008-12-22,85.74,7.33,55.99,49.84,81.99,17.18,40.49
2008-12-19,90.0,7.44,55.74,51.56,83.52,17.3,42.26
2008-12-18,89.43,7.37,55.41,52.08,84.0,17.12,40.37
2008-12-17,89.16,7.37,55.19,53.18,85.84,17.25,38.81
2008-12-16,95.43,7.15,55.24,52.63,86.4,17.36,39.48
2008-12-15,94.75,6.35,54.71,48.85,82.77,16.63,37.1
2008-12-12,98.27,6.68,54.63,51.25,82.2,16.92,36.62
2008-12-11,95.0,6.52,54.79,48.25,80.58,16.56,36.66
2008-12-10,98.21,7.3,55.25,49.7,82.86,16.57,35.62
2008-12-09,100.06,6.82,55.81,51.25,82.69,16.47,35.52
2008-12-08,99.72,7.89,57.56,51.41,84.86,16.93,36.77
2008-12-05,94.0,7.47,58.21,48.26,80.59,16.55,36.0
2008-12-04,91.41,6.65,55.11,47.32,77.44,16.27,34.17
2008-12-03,95.9,6.17,54.38,45.21,80.67,16.62,34.14
2008-12-02,92.47,6.0,53.45,41.19,79.84,16.02,33.71
2008-12-01,88.93,5.12,53.01,40.47,76.9,15.28,34.34
2008-11-28,92.67,5.96,55.88,42.7,81.6,16.43,35.6
2008-11-26,95.0,5.9,56.69,43.96,81.67,16.07,34.62
2008-11-25,90.8,5.86,54.68,42.19,80.65,15.94,33.93
2008-11-24,92.95,5.11,52.77,42.5,79.89,16.04,31.86
2008-11-21,82.58,4.48,52.92,37.87,74.88,15.67,30.08
2008-11-20,80.49,4.41,50.66,35.03,71.74,14.45,29.44
2008-11-19,86.29,4.9,51.0,35.84,75.97,15.56,32.11
2008-11-18,89.91,6.08,52.72,38.44,80.08,16.29,33.98
2008-11-17,88.14,6.18,51.81,39.69,77.48,15.92,34.06
2008-11-14,90.24,5.73,52.71,41.75,80.33,16.28,35.24
2008-11-13,96.44,6.53,54.93,44.93,84.21,16.73,35.5
2008-11-12,90.12,5.23,52.62,41.56,79.74,15.83,34.19
2008-11-11,94.77,7.51,54.75,46.3,82.74,16.77,36.24
2008-11-10,95.88,7.5,55.18,48.46,83.87,16.6,37.89
2008-11-07,98.24,7.87,54.39,49.21,86.27,16.86,38.71
2008-11-06,99.1,7.92,53.49,47.22,85.15,16.37,38.02
2008-11-05,103.3,8.75,54.13,51.98,89.94,17.0,38.51
2008-11-04,110.99,10.07,56.13,58.45,93.4,18.41,39.59
2008-11-03,106.96,10.86,55.97,55.77,92.68,17.76,39.75
2008-10-31,107.59,10.14,55.81,57.24,92.97,17.71,38.87
2008-10-30,111.04,9.33,54.75,56.71,90.69,17.86,37.14
2008-10-29,104.55,8.46,55.02,56.89,88.2,17.19,36.97
2008-10-28,99.91,8.56,55.17,56.04,87.28,17.82,40.33
2008-10-27,92.09,7.15,49.67,49.58,79.66,16.39,38.51
2008-10-24,96.38,7.97,51.4,48.96,82.07,16.57,40.4
2008-10-23,98.23,7.14,52.76,50.32,84.35,17.1,41.15
2008-10-22,96.87,8.49,52.27,49.99,83.6,16.74,39.8
2008-10-21,91.49,7.83,53.67,50.23,88.86,17.34,41.85
2008-10-20,98.44,7.39,54.43,52.97,92.51,17.34,41.98
2008-10-17,97.4,7.38,53.77,50.65,90.78,16.91,40.3
2008-10-16,101.89,6.78,54.62,50.29,91.52,16.97,39.92
2008-10-15,97.95,5.29,50.05,48.72,88.29,16.27,39.83
2008-10-14,104.08,5.54,54.44,55.86,93.6,17.13,44.07
2008-10-13,110.26,5.68,54.5,62.02,92.21,16.68,41.8
2008-10-10,96.8,4.6,50.95,56.25,87.75,15.14,35.3
2008-10-09,88.74,3.63,51.39,56.0,89.0,15.67,36.5
2008-10-08,89.79,4.13,54.55,61.02,90.55,17.13,40.44
2008-10-07,89.16,5.11,54.84,58.52,95.65,17.65,39.35
2008-10-06,98.14,6.18,57.9,65.23,100.62,18.94,42.01
2008-10-03,97.07,6.49,59.73,67.0,103.44,19.0,44.46
2008-10-02,100.1,6.92,58.85,67.36,104.74,18.79,45.51
2008-10-01,109.12,7.0,59.66,69.58,110.13,18.94,47.5
2008-09-30,113.66,6.03,59.89,72.76,116.96,18.44,46.77
2008-09-29,105.26,5.6,58.45,63.35,114.46,17.65,44.46
2008-09-26,128.24,6.12,60.71,70.7,119.42,18.66,46.69
2008-09-25,131.93,6.22,60.12,72.08,120.11,18.64,47.36
2008-09-24,128.71,6.27,58.92,69.96,116.46,17.99,45.64
2008-09-23,126.84,7.06,58.4,71.76,115.36,18.01,45.36
2008-09-22,131.05,6.86,58.89,74.93,116.21,18.07,46.12
2008-09-19,140.91,7.91,59.7,81.0,118.85,18.55,48.02
2008-09-18,134.09,7.95,61.48,76.5,115.12,17.99,47.62
2008-09-17,127.83,7.74,59.64,71.54,111.47,17.17,47.7
2008-09-16,139.88,9.1,62.14,78.73,116.05,17.81,49.23
2008-09-15,140.36,7.84,61.63,77.34,115.19,18.05,50.08
2008-09-12,148.94,7.88,62.41,78.3,118.97,18.62,51.14
2008-09-11,152.65,7.52,63.17,79.51,119.2,18.39,50.1
2008-09-10,151.61,6.67,62.02,76.74,118.04,18.2,49.17
2008-09-09,151.68,7.13,61.13,79.04,115.04,18.24,49.55
2008-09-08,157.92,7.68,62.0,81.16,117.29,19.14,50.94
2008-09-05,160.18,7.91,60.74,79.19,114.33,18.51,49.02
2008-09-04,161.22,7.65,59.78,78.03,115.0,18.67,50.24
2008-09-03,166.96,8.54,59.79,80.77,118.34,19.2,52.8
2008-09-02,166.19,8.82,59.65,81.41,118.41,19.17,52.27
2008-08-29,169.53,8.49,59.07,80.81,121.73,19.11,52.79
2008-08-28,173.74,8.16,59.88,83.42,124.58,19.27,53.06
2008-08-27,174.67,7.08,59.29,81.73,123.38,19.08,52.43
2008-08-26,173.64,7.34,59.0,81.76,122.5,19.28,52.49
2008-08-25,172.55,7.78,58.55,82.85,122.86,19.51,52.56
2008-08-22,176.79,7.86,59.44,85.26,124.93,19.75,54.49
2008-08-21,174.29,6.8,58.5,83.26,122.99,19.37,53.65
2008-08-20,175.84,7.51,58.36,82.13,122.51,19.28,53.25
2008-08-19,173.53,7.64,58.2,81.29,122.56,19.34,54.47
2008-08-18,175.39,8.99,58.83,83.11,124.59,19.64,55.96
2008-08-15,175.74,9.02,59.37,86.4,126.36,19.97,57.57
2008-08-14,179.32,8.86,58.1,88.03,126.94,19.78,56.1
2008-08-13,179.3,9.11,57.88,86.69,125.8,19.64,55.73
2008-08-12,176.73,9.39,59.25,87.25,125.22,19.72,56.09
2008-08-11,173.56,8.39,58.56,88.09,126.6,19.88,56.29
2008-08-08,169.55,7.96,57.86,80.51,128.81,19.84,55.83
2008-08-07,163.57,6.77,56.96,76.95,129.05,19.21,53.94
2008-08-06,164.19,6.66,60.76,78.09,129.16,19.43,53.79
2008-08-05,160.64,6.7,60.34,79.11,128.87,19.71,55.02
2008-08-04,153.23,5.68,58.43,75.71,127.56,18.98,53.54
2008-08-01,156.66,5.16,57.75,75.75,126.64,18.6,51.57
2008-07-31,158.95,5.06,58.62,76.34,127.98,18.67,52.45
2008-07-30,159.88,4.87,58.56,78.21,128.86,18.88,52.91
2008-07-29,157.08,4.85,57.45,78.21,127.66,18.53,53.0
2008-07-28,154.4,4.17,56.02,75.98,126.25,18.36,52.76
2008-07-25,162.12,4.54,56.83,78.31,128.53,18.89,52.9
2008-07-24,159.03,4.52,56.97,78.72,130.0,18.81,52.33
2008-07-23,166.26,5.06,58.09,70.54,129.52,19.07,53.17
2008-07-22,162.02,4.27,59.06,67.97,130.0,18.35,48.75
2008-07-21,166.29,2.69,57.31,68.48,128.66,18.09,45.66
2008-07-18,165.15,2.87,57.92,69.12,129.89,18.32,46.25
2008-07-17,171.81,2.53,57.68,72.11,126.52,18.39,46.07
2008-07-16,172.81,2.24,56.96,71.84,125.94,18.26,44.93
2008-07-15,169.64,1.76,56.24,67.03,123.2,17.58,44.4
2008-07-14,173.88,1.91,56.31,66.28,121.54,17.65,44.94
2008-07-11,172.58,2.18,56.29,68.54,122.12,17.81,44.87
2008-07-10,176.63,2.42,57.21,70.63,123.18,18.03,45.92
2008-07-09,174.25,2.61,57.67,70.61,120.4,18.03,47.55
2008-07-08,179.55,2.7,59.11,75.04,123.88,18.19,46.78
2008-07-07,175.16,2.47,56.91,72.49,121.5,17.39,45.8
2008-07-03,170.12,2.4,56.6,72.0,119.54,17.75,44.98
2008-07-02,168.18,2.37,56.5,71.44,119.1,17.62,47.15
2008-07-01,174.68,2.41,57.03,73.62,119.27,17.73,46.6
2008-06-30,167.44,2.5,56.2,73.33,118.53,17.47,47.66
2008-06-27,170.09,2.45,56.3,74.66,120.05,17.28,48.08
2008-06-26,168.26,2.45,56.83,76.3,121.13,17.17,47.78
2008-06-25,177.39,2.58,58.12,80.51,124.58,17.88,48.95
2008-06-24,173.25,2.44,57.32,79.64,123.46,17.69,49.0
2008-06-23,173.16,2.54,56.64,80.68,123.46,17.38,49.1
2008-06-20,175.27,3.15,56.26,81.1,122.74,17.33,48.3
2008-06-19,180.9,3.54,57.69,84.26,125.02,17.77,49.28
2008-06-18,178.75,3.01,57.67,82.52,124.16,17.77,51.96
2008-06-17,181.43,3.26,58.69,82.97,125.1,17.72,53.03
2008-06-16,176.84,3.11,59.31,81.7,126.71,17.77,53.14
2008-06-13,172.37,2.86,59.18,79.17,126.15,17.99,53.81
2008-06-12,173.26,2.69,59.11,76.15,123.85,17.73,52.46
2008-06-11,180.81,3.2,58.52,77.28,123.25,17.55,53.55
2008-06-10,185.64,3.78,59.78,79.62,125.94,17.94,54.58
2008-06-09,181.61,3.92,59.57,79.43,125.86,18.02,55.28
2008-06-06,185.64,4.12,58.37,80.63,124.94,17.96,55.44
2008-06-05,189.43,4.42,59.8,84.51,128.47,18.67,56.48
2008-06-04,185.19,4.19,57.68,81.5,127.55,18.8,54.97
2008-06-03,185.37,4.06,57.77,80.11,127.84,19.01,54.55
2008-06-02,186.1,3.76,57.2,80.23,127.36,19.18,55.24
2008-05-30,188.75,3.96,57.74,81.62,129.43,19.36,55.82
2008-05-29,186.69,4.32,57.94,80.35,129.71,19.4,56.66
2008-05-28,187.01,4.08,57.09,80.08,129.54,19.3,55.48
2008-05-27,186.43,4.44,56.4,80.62,127.32,19.33,54.99
2008-05-23,181.17,4.18,55.75,78.35,124.2,19.53,53.94
2008-05-22,177.05,5.22,56.05,79.26,124.7,19.78,55.45
2008-05-21,178.19,5.35,55.23,78.3,123.62,20.01,53.69
2008-05-20,185.9,6.87,55.95,80.72,125.18,20.05,52.44
2008-05-19,183.6,7.31,56.4,82.29,126.49,20.23,51.6
2008-05-16,187.6201,7.8,57.04,76.46,127.82,20.03,51.53
2008-05-15,189.73,7.62,57.12,76.12,128.46,20.08,49.88
2008-05-14,186.26,7.25,57.45,74.2,127.52,20.06,50.94
2008-05-13,189.96,6.98,56.65,74.56,126.58,19.97,51.19
2008-05-12,188.16,6.99,58.02,74.53,125.24,19.91,52.52
2008-05-09,183.45,7.08,57.18,72.41,124.06,19.79,52.73
2008-05-08,185.06,7.04,57.16,72.79,124.92,19.97,52.51
2008-05-07,182.59,7.34,56.83,73.18,124.14,19.92,52.1
2008-05-06,186.66,8.03,56.35,75.71,122.82,20.42,51.83
2008-05-05,184.73,8.32,56.97,75.92,122.03,20.52,52.03
2008-05-02,180.94,8.72,57.5,77.31,123.18,20.61,51.33
2008-05-01,180.0,9.35,58.07,79.36,123.61,20.44,50.94
2008-04-30,173.95,8.59,57.98,78.63,120.7,20.11,49.75
2008-04-29,175.05,8.96,58.61,80.74,122.85,20.24,49.86
2008-04-28,172.24,8.62,57.35,81.97,121.69,20.23,50.1
2008-04-25,169.73,7.16,57.65,80.86,123.08,20.43,51.07
2008-04-24,168.94,7.06,57.45,77.69,124.19,20.04,49.0
2008-04-23,162.89,6.25,56.92,81.0,123.6,19.88,49.94
2008-04-22,160.2,6.84,56.55,79.6,123.67,19.79,46.55
2008-04-21,168.16,7.83,56.38,80.18,124.35,20.2,48.33
2008-04-18,161.04,8.03,56.31,80.1,124.4,20.47,48.44
2008-04-17,154.49,7.87,56.67,74.04,123.08,20.4,48.34
2008-04-16,153.7,8.05,57.07,74.59,120.47,21.1,48.22
2008-04-15,148.38,8.15,56.27,72.5,117.17,20.71,48.89
2008-04-14,147.78,8.74,55.15,72.61,117.28,20.56,47.37
2008-04-11,147.14,8.81,54.8,71.99,116.0,20.45,46.0
2008-04-10,154.55,9.16,54.66,74.83,118.78,20.92,46.34
2008-04-09,151.44,8.84,54.14,74.39,116.77,20.89,46.11
2008-04-08,152.84,9.87,54.45,77.3,116.27,21.0,46.57
2008-04-07,155.89,9.62,54.23,76.9,116.31,21.48,45.8
2008-04-04,153.08,9.43,54.4,76.87,115.76,21.35,46.2
2008-04-03,151.61,9.25,54.93,74.94,116.02,21.34,46.23
2008-04-02,147.49,9.17,54.46,77.37,114.81,21.51,45.98
2008-04-01,149.5301,9.63,54.08,76.7,116.49,21.38,46.41
2008-03-31,143.5,8.91,52.68,71.3,115.14,20.93,44.13
2008-03-28,143.01,8.57,52.12,69.76,114.57,20.5,43.23
2008-03-27,140.25,8.2,52.37,70.8,115.52,20.56,44.85
2008-03-26,145.06,8.53,52.9,73.8,116.91,20.69,45.56
2008-03-25,140.98,9.12,53.05,75.17,117.97,20.78,45.8
2008-03-24,139.53,9.1,53.63,75.95,119.06,20.61,45.96
2008-03-20,133.27,8.73,53.23,73.19,118.33,20.59,45.84
2008-03-19,129.67,8.43,50.78,70.17,116.94,20.61,44.96
2008-03-18,132.82,7.98,50.98,71.7,118.41,21.0,47.14
2008-03-17,126.73,7.45,49.95,66.53,115.55,20.57,48.33
2008-03-14,126.61,8.29,49.82,68.22,115.2301,20.64,47.09
2008-03-13,127.94,8.76,50.6,68.32,115.91,21.21,47.46
2008-03-12,126.03,9.02,50.29,66.51,117.07,21.28,46.45
2008-03-11,127.3501,9.98,50.25,67.15,116.49,21.72,47.26
2008-03-10,119.69,10.29,48.85,63.47,114.01,21.15,65.92
2008-03-07,122.25,10.99,49.9,64.09,113.94,21.35,67.12
2008-03-06,120.93,11.56,49.98,62.74,112.52,21.59,69.19
2008-03-05,124.4899,12.76,49.5519,64.9901,115.39,22.0472,71.44
2008-03-04,124.62,12.61,49.87,65.34,115.71,22.24,70.71
2008-03-03,121.73,11.99,49.89,62.43,114.23,22.25,70.8
2008-02-29,125.02,12.4,49.59,64.47,113.86,22.28,70.08
2008-02-28,129.91,13.15,50.7,67.85,115.24,22.55,72.65
2008-02-27,122.96,13.8,51.43,70.87,116.46,22.75,73.75
2008-02-26,119.15,13.89,51.4,71.69,114.38,22.83,74.47
2008-02-25,119.74,13.7,50.33,73.27,110.08,22.78,74.58
2008-02-22,119.46,13.48,49.97,72.08,108.07,22.5,73.93
2008-02-21,121.54,13.93,49.79,69.9,106.93,22.4,74.23
2008-02-20,123.82,14.21,49.7,73.64,107.85,22.47,74.99
2008-02-19,122.18,13.91,49.66,72.08,105.0,22.37,75.01
2008-02-15,124.63,14.41,49.44,72.96,106.16,22.33,75.07
2008-02-14,127.46,14.04,49.97,75.8,106.13,22.45,73.71
2008-02-13,129.4,15.32,50.66,77.73,108.42,22.74,74.42
2008-02-12,124.86,14.9,50.25,74.45,106.53,22.68,75.88
2008-02-11,129.45,15.11,49.6,75.19,105.14,22.2,75.64
2008-02-08,125.48,15.17,48.76,73.5,103.27,22.3,76.63
2008-02-07,121.24,15.4,49.84,70.91,102.34,22.67,77.62
2008-02-06,122.0,15.34,48.83,68.49,103.59,22.59,78.92
2008-02-05,129.36,14.55,49.56,72.09,105.02,22.96,78.56
2008-02-04,131.65,14.46,50.07,73.95,107.93,23.63,78.8
